"userId","surveyId","surveyDate","projectId","wave","sessionId","sessionKey","timeTracker_OPUFRanking1_visits","timeTracker_OPUFRanking1_seconds","timeTracker_OPUFVasAnchoring_visits","timeTracker_OPUFVasAnchoring_seconds","timeTracker_Start_visits","timeTracker_Start_seconds","timeTracker_OPUFSwingWeight1_visits","timeTracker_OPUFSwingWeight1_seconds","timeTracker_AdditionalDemographicQuestions_visits","timeTracker_AdditionalDemographicQuestions_seconds","timeTracker_completionTime","timeTracker_surveyStartTime","timeTracker_Consent_visits","timeTracker_Consent_seconds","timeTracker_Feedback_visits","timeTracker_Feedback_seconds","timeTracker_surveyEndTime","timeTracker_EPRO1_visits","timeTracker_EPRO1_seconds","timeTracker_Welcome_visits","timeTracker_Welcome_seconds","timeTracker_OPUFLevelRating_visits","timeTracker_OPUFLevelRating_seconds","timeTracker_OPUFDeadChoice_visits","timeTracker_OPUFDeadChoice_seconds","AdditionalDemographicQuestions_education_label","AdditionalDemographicQuestions_education_type","AdditionalDemographicQuestions_education_value","AdditionalDemographicQuestions_education_required","AdditionalDemographicQuestions_employment_label","AdditionalDemographicQuestions_employment_type","AdditionalDemographicQuestions_employment_value","AdditionalDemographicQuestions_employment_required","AdditionalDemographicQuestions_gender_label","AdditionalDemographicQuestions_gender_type","AdditionalDemographicQuestions_gender_value","AdditionalDemographicQuestions_gender_required","AdditionalDemographicQuestions_ethnicity_label","AdditionalDemographicQuestions_ethnicity_type","AdditionalDemographicQuestions_ethnicity_value","AdditionalDemographicQuestions_ethnicity_required","consent_respConsent_consent_consent","consent_respConsent_consent_selected","consent_respConsent_consent_text","consent_respData_options_canGoNext","consent_respData_options_canGoBack","consent_respData_options_printEnabled","consent_respData_sessionId","consent_respData_consent","consent_respData_sessionKey","consent_respData_userId","consent_respData_content_noConsent","consent_respData_content_questions_0_id","consent_respData_content_questions_0_text","consent_respData_content_startBtnLabel","consent_respData_content_printBtnLabel","consent_respData_content_title","consent_respData_content_body","consent_consentTime","consent_consented","Feedback_understand_label","Feedback_understand_type","Feedback_understand_value","Feedback_understand_required","Feedback_decide_label","Feedback_decide_type","Feedback_decide_value","Feedback_decide_required","Feedback_differences_label","Feedback_differences_type","Feedback_differences_value","Feedback_differences_required","opuf_firstRank","opuf_swingWeights_treat","opuf_swingWeights_sports","opuf_swingWeights_tired","opuf_swingWeights_unhappiness","opuf_swingWeights_concentration","opuf_swingWeights_walk","opuf_swingWeights_embarrassment","opuf_pitsUtility","opuf_pufScaled","opuf_anchorPoint","opuf_levelRatings_treat_0","opuf_levelRatings_treat_1","opuf_levelRatings_treat_2","opuf_levelRatings_treat_3","opuf_levelRatings_treat_4","opuf_levelRatings_sports_0","opuf_levelRatings_sports_1","opuf_levelRatings_sports_2","opuf_levelRatings_sports_3","opuf_levelRatings_sports_4","opuf_levelRatings_tired_0","opuf_levelRatings_tired_1","opuf_levelRatings_tired_2","opuf_levelRatings_tired_3","opuf_levelRatings_tired_4","opuf_levelRatings_unhappiness_0","opuf_levelRatings_unhappiness_1","opuf_levelRatings_unhappiness_2","opuf_levelRatings_unhappiness_3","opuf_levelRatings_unhappiness_4","opuf_levelRatings_concentration_0","opuf_levelRatings_concentration_1","opuf_levelRatings_concentration_2","opuf_levelRatings_concentration_3","opuf_levelRatings_concentration_4","opuf_levelRatings_walk_0","opuf_levelRatings_walk_1","opuf_levelRatings_walk_2","opuf_levelRatings_walk_3","opuf_levelRatings_walk_4","opuf_levelRatings_embarrassment_0","opuf_levelRatings_embarrassment_1","opuf_levelRatings_embarrassment_2","opuf_levelRatings_embarrassment_3","opuf_levelRatings_embarrassment_4","opuf_anchorVal","opuf_pufAnchored","epro_treat","epro_sports","epro_tired","epro_unhappiness","epro_concentration","epro_walk","epro_embarrassment","feedback","timeTracker_feedback_visits","timeTracker_feedback_seconds","AdditionalDemographicQuestions_weightstatus_label","AdditionalDemographicQuestions_weightstatus_type","AdditionalDemographicQuestions_weightstatus_value","AdditionalDemographicQuestions_weightstatus_required","Feedback","feedback_understand_label","feedback_understand_type","feedback_understand_value","feedback_understand_required","feedback_decide_label","feedback_decide_type","feedback_decide_value","feedback_decide_required","feedback_differences_label","feedback_differences_type","feedback_differences_value","feedback_differences_required"
"665e1f12dbbf9d7d418516a6","waite_opuf_adult2",1723239900725,"waite",1,"312124e9-7cc9-4b3c-bc9a-538ae6293786",,1,9,1,39,2,0,1,37,1,10,222472,1723461925625,1,2,,,1723462148097,1,26,1,8,1,69,1,8,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","parttime",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"312124e9-7cc9-4b3c-bc9a-538ae6293786",true,,"665e1f12dbbf9d7d418516a6","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461936716,true,,,,,,,,,,,,,"walk",11,12,87,69,75,100,59,0.71,"{}","dead",0,9,32,76,100,0,6,13,21,100,0,7,27,77,100,0,9,29,74,100,0,9,35,84,100,0,10,52,86,100,0,8,19,42,100,71,"{}","treat_0","sports_4","tired_3","unhappiness_1","concentration_2","walk_2","embarrassment_3",,1,8,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","stronglyagree",true,"I found it difficult to decide on my answers to the questions.","radio","stronglydisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","stronglyagree",true
"5cfb77e325ffc100019a1299","waite_opuf_adult2",1723239900725,"waite",1,"0303819e-aa32-4ac0-adff-0ec7eb8d4c18",,1,19,1,17,2,1,1,55,1,10,250713,1723460971876,1,3,,,1723461222589,1,24,1,7,1,97,1,4,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"0303819e-aa32-4ac0-adff-0ec7eb8d4c18",true,,"5cfb77e325ffc100019a1299","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723460982962,true,,,,,,,,,,,,,"embarrassment",93,30,95,85,44,98,100,0.3,"{}","dead",0,16,49,72,100,0,11,17,26,100,0,12,30,64,100,0,32,67,95,100,0,8,24,47,100,0,10,41,75,100,0,7,48,83,100,30,"{}","treat_2","sports_4","tired_3","unhappiness_3","concentration_2","walk_3","embarrassment_4",,1,7,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatdisagree",true
"demo","waite_opuf_adult2",1723239900725,"waite",1,"1867f39d-e3a5-4eff-a7b5-f46289b89c04",,1,3,1,12,2,2,1,12,1,9,98928,1723240263038,1,2,,,1723240361966,1,13,1,5,1,25,1,6,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","student",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"1867f39d-e3a5-4eff-a7b5-f46289b89c04",true,,"demo","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723240271911,true,,,,,,,,,,,,,"tired",28,21,100,29,33,10,27,0.22,"{}","dead",0,16,40,65,100,0,13,43,66,100,0,17,58,83,100,0,17,49,77,100,0,11,54,71,100,0,21,65,94,100,0,15,45,66,100,22,"{}","treat_1","sports_4","tired_0","unhappiness_0","concentration_0","walk_4","embarrassment_1",,1,5,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","stronglyagree",true,"I found it difficult to decide on my answers to the questions.","radio","stronglydisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","stronglyagree",true
"63b31b2fe1146395db2d0fd7","waite_opuf_adult2",1723239900725,"waite",1,"4746b31d-a3d9-4d1f-9c0f-1a95c649422c",,1,54,1,60,2,0,1,187,1,40,789166,1723461321795,1,12,,,1723462110961,1,95,1,22,1,268,1,19,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","higher",true,"Which of the following best describes your current employment status?","radio","parttime",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"4746b31d-a3d9-4d1f-9c0f-1a95c649422c",true,,"63b31b2fe1146395db2d0fd7","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461355952,true,,,,,,,,,,,,,"unhappiness",98,75,98,100,96,93,94,0.67,"{}","dead",0,25,50,85,100,0,90,75,90,100,0,85,55,90,100,0,25,45,80,100,0,85,65,85,100,0,90,60,80,100,0,90,75,95,100,67,"{}","treat_1","sports_3","tired_3","unhappiness_2","concentration_2","walk_1","embarrassment_3",,1,25,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","stronglydisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"59c2fa00e3a73b00011a8e34","waite_opuf_adult2",1723239900725,"waite",1,"0fde7bb8-34b1-4d24-8f06-c023718c7de3",,1,18,1,26,2,1,1,102,1,26,534178,1723461478267,1,7,,,1723462012445,1,65,1,5,1,222,1,31,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"0fde7bb8-34b1-4d24-8f06-c023718c7de3",true,,"59c2fa00e3a73b00011a8e34","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461492336,true,,,,,,,,,,,,,"tired",5,5,100,5,80,40,5,0.5,"{}","dead",0,5,5,5,100,0,0,100,100,100,0,5,50,70,100,0,5,5,5,100,0,15,10,5,100,0,15,15,5,100,0,5,5,5,100,50,"{}","treat_0","sports_3","tired_3","unhappiness_2","concentration_0","walk_1","embarrassment_2",,1,25,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","stronglyagree",true,"I found it difficult to decide on my answers to the questions.","radio","stronglydisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","stronglyagree",true
"66418354f482e5bab79375e2","waite_opuf_adult2",1723239900725,"waite",1,"950ff748-ebf9-4593-8b74-1e8aff41cac7",,1,16,1,63,2,0,1,77,1,20,426896,1723461161776,1,4,,,1723461588672,1,47,1,4,1,165,1,11,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"950ff748-ebf9-4593-8b74-1e8aff41cac7",true,,"66418354f482e5bab79375e2","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461169684,true,,,,,,,,,,,,,"tired",70,90,100,70,90,90,70,0.4,"{}","dead",0,25,50,80,100,0,25,50,75,100,0,25,65,90,100,0,25,50,75,100,0,25,70,90,100,0,25,45,80,100,0,25,75,90,100,40,"{}","treat_2","sports_2","tired_3","unhappiness_2","concentration_3","walk_3","embarrassment_3",,1,15,"What is your weight status?","radio","obese",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","stronglyagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"611edf22772b0561875ad94a","waite_opuf_adult2",1723239900725,"waite",1,"be2b5c0f-9c83-46e9-b588-dfe3f93dd8af",,1,14,1,72,2,2,1,176,1,23,712789,1723461457357,1,4,,,1723462170146,1,85,1,31,1,269,1,13,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","parttime",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"be2b5c0f-9c83-46e9-b588-dfe3f93dd8af",true,,"611edf22772b0561875ad94a","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461494621,true,,,,,,,,,,,,,"walk",50,10,4,20,10,100,2,0.8,"{}","dead",0,2,50,90,100,0,5,5,10,100,0,2,10,60,100,0,5,30,80,100,0,2,10,70,100,0,2,40,100,100,0,2,15,50,100,80,"{}","treat_0","sports_3","tired_2","unhappiness_0","concentration_3","walk_0","embarrassment_0",,1,17,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"5a0e9f5c9b760100013a7944","waite_opuf_adult2",1723239900725,"waite",1,"19f9ac80-ce82-45bf-83e7-dc802543b2a6",,1,33,1,42,2,0,1,126,1,21,488136,1723461960897,1,10,,,1723462449033,1,63,1,8,1,147,1,15,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","parttime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"19f9ac80-ce82-45bf-83e7-dc802543b2a6",true,,"5a0e9f5c9b760100013a7944","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461977293,true,,,,,,,,,,,,,"tired",5,5,100,32,15,40,3,1,"{}","dead",0,4,32,82,100,0,3,23,59,100,0,15,20,55,100,0,13,45,85,100,0,2,30,79,100,0,11,29,73,100,0,4,7,19,100,100,"{}","treat_1","sports_1","tired_2","unhappiness_1","concentration_1","walk_1","embarrassment_0",,1,18,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","stronglydisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","stronglyagree",true
"5e4feb8037713502e9ed364b","waite_opuf_adult2",1723239900725,"waite",1,"e19cc187-d354-427d-9045-d946f820bbbe",,1,48,1,7,2,0,1,37,1,13,299931,1723461055482,1,8,,,1723461355413,1,40,1,3,1,123,1,6,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"e19cc187-d354-427d-9045-d946f820bbbe",true,,"5e4feb8037713502e9ed364b","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461066867,true,,,,,,,,,,,,,"unhappiness",1,45,58,100,52,28,4,0.71,"{}","dead",0,20,40,80,100,0,10,30,40,100,0,0,10,60,100,0,20,30,60,100,0,10,45,50,100,0,10,40,70,100,0,0,10,20,100,71,"{}","treat_1","sports_3","tired_3","unhappiness_2","concentration_2","walk_1","embarrassment_1",,1,9,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","stronglyagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatdisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","stronglyagree",true
"669ad78bb5cd9126ab098737","waite_opuf_adult2",1723239900725,"waite",1,"bc00bfc2-53a1-4e8b-8a96-c0ec33283448",,1,15,1,26,2,0,1,88,1,20,336439,1723461967004,1,3,,,1723462303443,1,40,1,10,1,96,1,15,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","parttime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"bc00bfc2-53a1-4e8b-8a96-c0ec33283448",true,,"669ad78bb5cd9126ab098737","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461980570,true,,,,,,,,,,,,,"tired",4,10,100,83,80,65,60,0.59,"{}","dead",0,82,46,12,100,0,0,0,0,100,0,17,52,85,100,0,8,65,89,100,0,21,59,83,100,0,8,54,87,100,0,4,13,52,100,59,"{}","treat_2","sports_4","tired_3","unhappiness_1","concentration_2","walk_2","embarrassment_0",,1,17,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","somewhatdisagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatdisagree",true
"5d7e40b17edd0e0016f85e25","waite_opuf_adult2",1723239900725,"waite",1,"aad7f9ac-5d71-4113-9919-e7bea008027c",,1,13,1,10,2,0,1,82,1,12,1000416,1723461165235,1,1,,,1723462165651,1,28,1,5,1,740,1,95,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"aad7f9ac-5d71-4113-9919-e7bea008027c",true,,"5d7e40b17edd0e0016f85e25","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461172529,true,,,,,,,,,,,,,"embarrassment",5,1,10,15,39,30,100,-4,"{}","pits",0,40,20,10,100,0,0,0,100,100,0,40,20,4,100,0,40,50,50,100,0,60,30,10,100,0,40,50,6,100,0,10,50,100,100,80,"{}","treat_1","sports_3","tired_2","unhappiness_1","concentration_1","walk_1","embarrassment_3",,1,7,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","stronglyagree",true,"I found it difficult to decide on my answers to the questions.","radio","stronglydisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"5e5f8c16394d082c15a4e93a","waite_opuf_adult2",1723239900725,"waite",1,"b7cd42e0-bd58-44d1-a258-499008f08516",,1,63,1,45,2,0,1,168,1,20,690770,1723461861620,1,4,,,1723462552390,1,79,1,17,1,219,1,41,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"b7cd42e0-bd58-44d1-a258-499008f08516",true,,"5e5f8c16394d082c15a4e93a","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461883530,true,,,,,,,,,,,,,"unhappiness",58,30,60,100,52,51,25,-0.23,"{}","pits",0,9,43,88,100,0,1,10,33,100,0,0,25,71,100,0,0,13,93,100,0,0,31,90,100,0,20,64,93,100,0,0,12,33,100,19,"{}","treat_0","sports_1","tired_2","unhappiness_1","concentration_0","walk_0","embarrassment_1",,1,31,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","somewhatdisagree",true,"I found it difficult to decide on my answers to the questions.","radio","neither",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","neither",true
"5863ab01ac950900013dd9dd","waite_opuf_adult2",1723239900725,"waite",1,"94a9bc11-6c2a-4a5b-b199-fa8aeb514870",,1,44,1,44,2,0,1,115,1,22,484683,1723461273236,1,6,,,1723461757919,1,43,1,8,1,149,1,24,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"94a9bc11-6c2a-4a5b-b199-fa8aeb514870",true,,"5863ab01ac950900013dd9dd","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461287487,true,,,,,,,,,,,,,"unhappiness",95,16,95,100,90,95,95,-0.11,"{}","pits",0,17,73,94,100,0,4,35,62,100,0,14,27,88,100,0,15,72,96,100,0,10,27,73,100,0,11,59,90,100,0,13,55,90,100,10,"{}","treat_0","sports_4","tired_2","unhappiness_1","concentration_2","walk_0","embarrassment_0",,1,24,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","somewhatdisagree",true,"I found it difficult to decide on my answers to the questions.","radio","stronglyagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","stronglyagree",true
"6653461e84d35b6d530f2f2c","waite_opuf_adult2",1723239900725,"waite",1,"b54e8727-663a-4290-8c86-beacf48bc5c4",,1,152,1,40,2,0,1,240,1,54,1118813,1723461423279,1,6,,,1723462542092,1,138,1,19,1,405,1,18,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","higher",true,"Which of the following best describes your current employment status?","radio","ns",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"b54e8727-663a-4290-8c86-beacf48bc5c4",true,,"6653461e84d35b6d530f2f2c","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461446534,true,,,,,,,,,,,,,"treat",100,5,20,10,20,40,5,0.5,"{}","dead",0,5,50,90,100,0,10,30,80,100,0,10,30,85,100,0,5,40,80,100,0,10,40,60,100,0,10,50,75,100,0,5,30,80,100,50,"{}","treat_1","sports_2","tired_2","unhappiness_1","concentration_2","walk_1","embarrassment_1",,1,41,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","neither",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","neither",true
"656ddcfb0ff25d1e5858c9df","waite_opuf_adult2",1723239900725,"waite",1,"4fe8af05-3557-42c9-b286-6507e48f5ea8",,1,57,3,148,2,7,1,211,1,32,981899,1723463684443,1,6,,,1723464666342,1,173,1,43,1,239,3,36,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","parttime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"4fe8af05-3557-42c9-b286-6507e48f5ea8",true,,"656ddcfb0ff25d1e5858c9df","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723463739853,true,,,,,,,,,,,,,"unhappiness","45","80","60",100,"100","80","70",0.6,"{}","dead",0,70,40,10,100,0,50,60,10,100,0,20,80,10,100,0,40,70,10,100,0,80,50,5,100,0,70,50,10,100,0,80,30,0,100,60,"{}","treat_1","sports_2","tired_2","unhappiness_2","concentration_1","walk_2","embarrassment_1",,1,21,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","stronglyagree",true,"I found it difficult to decide on my answers to the questions.","radio","stronglydisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"66168f9a0c73367c7846b15d","waite_opuf_adult2",1723239900725,"waite",1,"8dddb16b-eaa8-4221-b612-6310c8ff87bc",,1,2,1,15,2,0,1,55,1,13,274340,1723461351708,1,1,,,1723461626048,1,36,1,3,1,126,1,8,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","alevel",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"8dddb16b-eaa8-4221-b612-6310c8ff87bc",true,,"66168f9a0c73367c7846b15d","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461356465,true,,,,,,,,,,,,,"tired",9,29,100,62,100,82,19,1,"{}","dead",0,5,35,80,100,0,50,75,90,100,0,30,70,90,100,0,10,65,90,100,0,50,80,90,100,0,15,30,60,100,0,15,50,90,100,100,"{}","treat_1","sports_4","tired_4","unhappiness_3","concentration_4","walk_2","embarrassment_2",,1,10,"What is your weight status?","radio","over",true,,"It was easy to understand the questions I was asked.","radio","somewhatdisagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","somewhatagree",true
"6656137507ae935669bd3ae5","waite_opuf_adult2",1723239900725,"waite",1,"6bf73e23-6ac3-4d72-8a61-cdfb72dcfb81",,1,69,1,67,2,6,1,160,1,44,809867,1723461214151,1,10,,,1723462024018,1,140,1,35,1,215,1,31,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","fulltime",true,"What gender do you identify as?","radio","female",true,"What is your ethnic group?","radio","black",true,true,true,"I consent to participate",false,false,true,"6bf73e23-6ac3-4d72-8a61-cdfb72dcfb81",true,,"6656137507ae935669bd3ae5","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723461263886,true,,,,,,,,,,,,,"concentration",47,63,90,58,100,72,99,0.7,"{}","dead",0,44,46,43,100,0,31,46,41,100,0,57,42,43,100,0,42,43,44,100,0,38,41,51,100,0,46,52,56,100,0,40,37,44,100,70,"{}","treat_0","sports_0","tired_2","unhappiness_1","concentration_0","walk_0","embarrassment_0",,1,27,"What is your weight status?","radio","normal",true,,"It was easy to understand the questions I was asked.","radio","stronglyagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","stronglyagree",true
"62a19b99e3984f81d80bcf59","waite_opuf_adult2",1723239900725,"waite",1,"2184a90a-d62d-4731-a536-93de465e3a39",,1,68,1,20,2,0,1,64,1,13,333891,1723460987353,1,2,,,1723461321244,1,42,1,3,1,91,1,12,"Please select the highest educational qualification (or equivalent) that you have attained.","radio","degree",true,"Which of the following best describes your current employment status?","radio","unemployed",true,"What gender do you identify as?","radio","male",true,"What is your ethnic group?","radio","white",true,true,true,"I consent to participate",false,false,true,"2184a90a-d62d-4731-a536-93de465e3a39",true,,"62a19b99e3984f81d80bcf59","noConsent (you can't participate without consent)","consent","I consent to participate","Start Survey","Print","Consent question","I hereby consent to participate in this survey",1723460993544,true,,,,,,,,,,,,,"concentration",72,15,30,100,100,1,75,,"{}","pits",0,30,50,80,100,0,5,20,30,100,0,25,50,75,100,0,50,75,90,100,0,50,75,90,100,0,10,30,50,100,0,10,20,30,100,100,"{}","treat_2","sports_2","tired_3","unhappiness_2","concentration_2","walk_1","embarrassment_1",,1,13,"What is your weight status?","radio","under",true,,"It was easy to understand the questions I was asked.","radio","somewhatagree",true,"I found it difficult to decide on my answers to the questions.","radio","somewhatdisagree",true,"I found it easy to tell the differences between the health states I was asked to think about.","radio","stronglyagree",true
